House_ID,Location,Area_sqft,Bedrooms,Bathrooms,Garage,Year_Built,Price_USD,Property_Type,Floor,Distance_to_CityCenter_km
48853,Seattle,3111,4,3,3,2001,1137035,Apartment,24.0,26.82
48854,Houston,8155,5,1,3,2003,1838717,Bungalow,,3.22
48855,New York,3451,3,3,2,1957,1568265,Villa,,8.73
48856,Los Angeles,8672,6,3,3,1971,3385744,Apartment,13.0,37.44
48857,Chicago,2611,2,4,2,2013,651898,Bungalow,,18.31
48858,New York,8213,3,4,0,1985,3494938,Villa,,25.7
48859,Boston,6038,6,5,2,1963,1896766,Bungalow,,33.77
48860,New York,7459,6,1,3,1965,2856034,Apartment,23.0,42.72
48861,Chicago,9405,4,2,1,2012,2615063,Townhouse,,37.93
48862,Houston,2740,4,4,1,1986,488243,Apartment,4.0,41.11
48863,Houston,7096,5,1,3,2003,1308169,Apartment,22.0,12.02
48864,New York,1974,6,1,2,2002,896195,Bungalow,,28.2
48865,Seattle,1523,6,5,2,1975,430185,Townhouse,,1.53
48866,Boston,5605,4,2,2,1962,2387060,Bungalow,,17.81
48867,Chicago,897,5,5,2,2002,254217,Townhouse,,14.33
48868,San Francisco,6817,7,1,2,1999,2910671,Apartment,33.0,25.13
48869,New York,4513,1,5,0,2023,1884970,Apartment,48.0,37.27
48870,Chicago,3828,5,2,1,1957,806135,Villa,,13.63
48871,Los Angeles,2373,2,3,2,1999,810625,Bungalow,,28.81
48872,San Francisco,5133,7,4,2,2017,2562703,Villa,,41.28
48873,Chicago,6249,1,2,3,1994,1730123,Apartment,1.0,47.25
48874,Seattle,8459,4,5,3,1961,3056136,Apartment,15.0,28.45
48875,New York,4896,6,4,0,2019,2045779,Apartment,27.0,44.7
48876,Miami,9319,2,3,3,1953,2726564,Bungalow,,17.62
48877,Houston,3298,2,5,3,1981,784815,Townhouse,,22.24
48878,New York,7367,7,4,2,2007,3234289,Bungalow,,3.66
48879,Chicago,1446,2,4,1,1989,395582,Apartment,41.0,5.15
48880,Boston,1122,4,4,3,1960,483225,Townhouse,,14.74
48881,San Francisco,2661,4,3,0,2015,1365240,Apartment,39.0,40.77
48882,San Francisco,2260,6,3,2,1987,1014152,Villa,,6.18
48883,Chicago,6789,2,3,2,1956,1833030,Apartment,23.0,8.24
48884,Boston,3480,7,2,1,1977,1287133,Apartment,21.0,48.53
48885,Houston,1714,1,1,3,2000,361230,Bungalow,,15.33
48886,New York,1119,2,1,1,1989,465404,Bungalow,,46.78
48887,San Francisco,4102,7,1,2,2010,1944782,Apartment,19.0,46.75
48888,San Francisco,7818,4,1,0,1979,3002622,Townhouse,,3.46
48889,Miami,6314,4,3,2,2002,2006721,Bungalow,,21.38
48890,Los Angeles,5387,5,1,3,1973,2095068,Townhouse,,37.95
48891,Miami,4749,3,3,1,1957,1608980,Townhouse,,17.15
48892,Los Angeles,6611,1,5,2,1959,2452515,Apartment,35.0,18.12
48893,San Francisco,3113,5,3,0,1997,1534012,Apartment,28.0,3.18
48894,Los Angeles,8268,3,2,0,1965,3124666,Bungalow,,28.39
48895,New York,5268,7,1,2,1967,2506616,Villa,,20.98
48896,San Francisco,4555,4,3,2,1989,2261869,Apartment,27.0,22.91
48897,San Francisco,8548,3,5,3,1982,4572567,Apartment,16.0,38.16
48898,Boston,600,4,4,1,1968,240131,Villa,,34.58
48899,Los Angeles,6360,2,5,1,2015,1930137,Apartment,5.0,47.21
48900,Chicago,7876,1,1,3,1975,1890129,Townhouse,,2.76
48901,Los Angeles,4129,4,2,3,1985,1275460,Bungalow,,16.19
48902,Los Angeles,1265,4,3,2,2019,522550,Bungalow,,1.97
48903,Houston,7549,4,3,1,1967,1436656,Villa,,13.71
48904,Houston,3904,7,4,3,1998,644084,Bungalow,,19.63
48905,New York,4066,3,2,0,1959,1877470,Bungalow,,27.23
48906,New York,5165,4,3,1,2016,1673420,Bungalow,,19.02
48907,Chicago,7225,2,3,3,1986,1728701,Apartment,49.0,32.02
48908,Houston,5939,5,3,1,1989,1336647,Bungalow,,21.71
48909,Miami,3779,5,4,1,1991,971602,Apartment,31.0,35.64
48910,New York,9424,7,1,1,1982,3598080,Apartment,29.0,12.87
48911,New York,1906,5,4,3,1980,726584,Townhouse,,28.6
48912,Houston,8239,6,4,2,1977,1619815,Villa,,10.97
48913,Houston,4426,4,5,1,1998,866303,Bungalow,,32.9
48914,Chicago,1278,7,3,0,1957,311249,Villa,,49.88
48915,Boston,1872,2,1,2,1958,748138,Villa,,11.21
48916,Houston,9010,3,5,1,2016,1534940,Apartment,11.0,47.71
48917,Boston,9587,1,3,0,1988,3839890,Townhouse,,25.08
48918,Seattle,9688,3,3,0,1972,2610426,Bungalow,,23.27
48919,Los Angeles,7358,7,4,1,1994,3017579,Bungalow,,21.97
48920,San Francisco,6361,6,2,1,1977,3414585,Bungalow,,26.29
48921,Miami,4028,4,5,3,1989,1110494,Bungalow,,10.74
48922,San Francisco,7099,2,4,2,1951,3234595,Bungalow,,37.24
48923,Los Angeles,2641,1,5,1,2000,864670,Villa,,39.71
48924,Seattle,3962,4,3,2,1969,1322642,Apartment,49.0,43.23
48925,Seattle,1752,2,4,3,1983,488704,Apartment,23.0,42.74
48926,Los Angeles,2020,3,1,0,2001,671405,Villa,,34.51
48927,San Francisco,1084,2,3,3,1979,571379,Townhouse,,33.79
48928,Los Angeles,6835,2,5,0,1977,2304520,Bungalow,,30.05
48929,New York,1379,3,1,0,1998,640313,Bungalow,,5.73
48930,Seattle,961,5,5,2,1990,273621,Bungalow,,41.25
48931,San Francisco,4134,1,3,0,1951,1489053,Townhouse,,5.76
48932,Boston,9302,6,1,0,2014,3597798,Villa,,16.36
48933,Los Angeles,7610,3,3,0,1992,2894231,Apartment,46.0,25.26
48934,Boston,7441,1,3,0,1988,2286255,Apartment,32.0,21.37
48935,New York,1836,4,4,1,1960,727166,Villa,,41.3
48936,Houston,1460,6,3,1,2013,234306,Townhouse,,32.65
48937,Seattle,7472,4,2,1,1984,2695016,Apartment,39.0,4.38
48938,Miami,5554,5,1,1,2013,1399752,Apartment,1.0,1.15
48939,Miami,6888,5,3,3,1955,1763388,Townhouse,,35.29
48940,Los Angeles,2795,6,2,3,1995,838326,Villa,,45.64
48941,Miami,7830,3,1,3,1997,2605442,Townhouse,,6.8
48942,New York,8300,3,3,0,1951,3427843,Townhouse,,12.03
48943,Houston,3768,1,4,2,2012,695107,Townhouse,,19.33
48944,Los Angeles,3231,6,1,0,1995,1109711,Villa,,15.16
48945,Chicago,5213,3,3,0,1967,1306022,Townhouse,,49.55
48946,San Francisco,9174,5,1,3,1956,3388421,Villa,,31.04
48947,Seattle,2755,7,4,3,1991,921630,Villa,,25.66
48948,Boston,8569,6,1,3,1956,3459352,Bungalow,,16.64
48949,Miami,7619,5,2,1,2019,2197754,Apartment,49.0,11.34
48950,Miami,8235,5,5,1,2010,2601817,Bungalow,,49.13
48951,Los Angeles,4731,1,4,2,1981,1630953,Apartment,18.0,10.64
48952,San Francisco,4818,7,1,1,1966,1837287,Villa,,37.55
48953,San Francisco,4881,3,1,0,1988,2434044,Apartment,21.0,45.7
48954,Miami,3904,7,2,3,1979,1161054,Bungalow,,8.77
48955,Miami,7693,3,1,1,2002,2202128,Bungalow,,35.61
48956,Boston,8245,6,1,2,2006,2623945,Villa,,41.1
48957,Chicago,6064,1,2,2,1951,1426564,Townhouse,,33.69
48958,San Francisco,5409,1,3,1,1991,2759590,Villa,,18.8
48959,New York,4928,6,5,3,2011,1579921,Townhouse,,7.39
48960,Seattle,2662,2,2,1,2013,908820,Bungalow,,9.74
48961,Los Angeles,3587,1,2,1,1958,1061471,Bungalow,,38.61
48962,Los Angeles,4739,3,2,2,2013,1979162,Townhouse,,26.54
48963,Chicago,7284,3,3,0,2000,1644519,Apartment,27.0,9.12
48964,Seattle,3133,5,5,0,1954,1166068,Bungalow,,42.65
48965,Chicago,5633,5,5,2,2004,1243934,Bungalow,,21.21
48966,New York,6852,2,1,0,1967,2649083,Townhouse,,47.31
48967,Houston,7621,6,2,3,1950,1518767,Townhouse,,42.21
48968,Los Angeles,5710,1,3,1,2017,2394231,Villa,,45.98
48969,San Francisco,4132,4,3,0,1966,2197873,Apartment,32.0,47.51
48970,Seattle,9737,2,3,2,1951,3505804,Apartment,20.0,16.58
48971,Miami,8539,7,2,3,1999,2548960,Villa,,24.93
48972,Seattle,2197,1,4,0,1980,797218,Villa,,34.87
48973,New York,909,3,4,0,1987,340388,Townhouse,,44.69
48974,Boston,3727,2,2,2,2020,1401633,Townhouse,,9.77
48975,Los Angeles,1414,2,1,0,1951,414806,Bungalow,,4.61
48976,San Francisco,9874,6,1,3,1989,5164640,Villa,,1.34
48977,New York,8778,1,1,0,2006,3677032,Apartment,12.0,0.5
48978,Boston,9098,3,3,3,2009,3451129,Apartment,39.0,10.42
48979,Houston,5115,1,3,0,1956,857894,Apartment,37.0,34.64
48980,San Francisco,2557,3,5,3,1969,1233423,Apartment,9.0,39.45
48981,Los Angeles,7925,6,3,0,1954,2281667,Villa,,37.87
48982,Seattle,2825,3,3,1,2023,747103,Villa,,24.83
48983,Miami,3704,5,3,0,1960,1156806,Apartment,26.0,33.58
48984,San Francisco,5163,4,1,1,1957,2701280,Bungalow,,13.43
48985,Boston,8967,5,4,3,1958,4086389,Villa,,14.96
48986,Boston,9168,7,1,3,1982,2802448,Villa,,19.75
48987,Los Angeles,2745,2,5,0,1955,977340,Townhouse,,15.51
48988,Boston,7991,7,2,1,1956,2989594,Bungalow,,41.53
48989,New York,3031,2,2,3,1964,989667,Apartment,31.0,28.66
48990,Houston,5804,1,5,3,2008,958204,Apartment,31.0,21.75
48991,Boston,6152,1,3,3,1999,2063506,Apartment,37.0,29.9
48992,San Francisco,526,1,1,1,1984,209471,Bungalow,,5.86
48993,New York,8006,5,4,3,1976,3354137,Villa,,45.9
48994,New York,6754,3,5,0,1968,2649510,Villa,,6.29
48995,Chicago,870,4,1,0,2020,231042,Villa,,30.86
48996,New York,6329,2,1,3,1953,2083132,Bungalow,,21.85
48997,Seattle,7268,6,1,2,1984,2289722,Townhouse,,38.97
48998,San Francisco,8677,2,1,3,1994,3845677,Apartment,20.0,24.03
48999,Houston,7112,7,1,3,2000,1671247,Bungalow,,30.21
49000,Miami,5911,1,2,3,1967,2009553,Bungalow,,30.43
49001,Chicago,4523,5,3,3,1960,1179133,Apartment,40.0,32.58
49002,New York,2127,6,5,3,1957,734025,Townhouse,,17.36
49003,San Francisco,8820,1,3,3,1971,4088008,Townhouse,,34.42
49004,Seattle,7838,5,3,0,2015,2964167,Townhouse,,36.78
49005,Seattle,7517,3,3,0,2016,1972435,Apartment,28.0,18.44
49006,Seattle,8886,1,5,1,1967,2798662,Villa,,21.86
49007,Los Angeles,1494,7,3,2,1975,543806,Apartment,6.0,6.02
49008,Chicago,2105,3,1,2,2019,552101,Apartment,37.0,44.9
49009,Houston,1837,2,3,2,1978,356772,Apartment,18.0,12.89
49010,Los Angeles,6055,2,4,2,1962,2152643,Apartment,40.0,42.99
49011,Boston,8889,2,4,3,1988,2799716,Bungalow,,38.78
49012,Houston,1868,3,1,3,1963,309600,Townhouse,,13.41
49013,Los Angeles,2831,1,4,2,2003,1151548,Villa,,47.39
49014,Miami,9371,5,4,1,1974,3172691,Villa,,7.59
49015,Houston,9607,5,2,2,1996,1584430,Apartment,29.0,7.23
49016,Los Angeles,7618,7,3,1,1999,2869286,Bungalow,,13.63
49017,Boston,6758,6,1,0,2004,3047390,Townhouse,,42.04
49018,Seattle,4221,1,2,1,1999,1296042,Apartment,2.0,26.41
49019,Boston,1969,4,1,3,2002,730938,Villa,,24.7
49020,Houston,6936,7,2,1,1987,1575275,Townhouse,,13.53
49021,Boston,822,7,1,1,1996,314790,Villa,,15.32
49022,Chicago,3751,6,1,2,1989,1074334,Townhouse,,13.13
49023,Houston,4963,5,4,0,1954,859722,Bungalow,,27.36
49024,San Francisco,9445,5,5,1,1999,4257614,Apartment,16.0,8.31
49025,Houston,9232,1,4,2,1963,2113611,Villa,,19.74
49026,Los Angeles,6929,1,2,2,1966,2651674,Villa,,47.44
49027,Boston,6281,6,3,2,1968,2000873,Villa,,27.81
49028,Boston,4904,1,3,0,2018,1714973,Townhouse,,29.62
49029,Houston,3337,4,2,1,2010,551072,Villa,,28.4
49030,Miami,7599,7,4,2,1987,2716536,Apartment,46.0,35.26
49031,New York,5412,3,3,0,1982,2408506,Villa,,41.75
49032,Chicago,7588,6,4,3,2014,1756880,Villa,,49.7
49033,San Francisco,9082,2,5,3,2008,4223228,Townhouse,,28.39
49034,Seattle,2593,7,2,0,2002,863450,Townhouse,,25.16
49035,Los Angeles,6654,3,4,0,1998,2521865,Apartment,29.0,21.61
49036,Seattle,2563,7,1,0,1961,876226,Apartment,44.0,25.35
49037,Seattle,7849,3,3,2,1964,2805990,Bungalow,,15.99
49038,Boston,9239,1,1,2,1994,3893881,Villa,,31.7
49039,Houston,1574,1,3,0,1958,370222,Townhouse,,19.42
49040,Houston,4745,7,2,1,2013,872172,Villa,,45.5
49041,Houston,2011,7,2,2,1977,445767,Apartment,25.0,5.07
49042,Boston,9974,1,4,3,1995,3525569,Villa,,27.63
49043,Chicago,7958,2,2,3,2022,1845739,Townhouse,,19.97
49044,San Francisco,1124,7,2,3,1966,513881,Townhouse,,2.38
49045,New York,6425,3,2,1,1998,2584459,Villa,,38.09
49046,Miami,8029,2,1,2,1957,2883312,Townhouse,,4.63
49047,San Francisco,7068,5,1,2,2000,3782078,Bungalow,,30.85
49048,Miami,6937,3,2,2,1975,1933938,Townhouse,,4.79
49049,Seattle,4299,6,3,0,1960,1297438,Townhouse,,37.82
49050,San Francisco,8853,2,2,3,1979,4344404,Apartment,19.0,10.55
49051,Los Angeles,1022,7,3,1,1988,292843,Villa,,22.31
49052,New York,9922,2,4,3,2015,3797712,Bungalow,,48.87
49053,New York,3552,4,5,1,1960,1246245,Townhouse,,3.24
49054,Chicago,8200,2,1,3,1954,1834442,Bungalow,,37.94
49055,Boston,8286,7,1,3,2016,2985089,Townhouse,,15.65
49056,San Francisco,3673,7,4,3,2019,1821561,Bungalow,,39.66
49057,Houston,3568,2,4,3,1993,705645,Apartment,18.0,43.27
49058,New York,1045,7,3,2,1974,451145,Townhouse,,7.75
49059,San Francisco,7732,7,1,0,1975,4090892,Apartment,46.0,27.96
49060,Houston,4563,4,5,0,2011,976569,Bungalow,,1.8
49061,Chicago,8439,2,2,0,2019,2125686,Bungalow,,1.68
49062,Seattle,7004,3,2,0,2006,1902512,Apartment,6.0,20.8
49063,Seattle,3294,1,5,2,2003,1242260,Bungalow,,14.86
49064,San Francisco,7737,3,2,3,1954,3790378,Villa,,48.41
49065,San Francisco,9725,1,1,1,1964,3812007,Villa,,15.98
49066,Los Angeles,4811,4,5,1,2006,1744238,Villa,,43.78
49067,San Francisco,8431,2,3,3,1992,3203006,Villa,,6.58
49068,Los Angeles,8573,6,4,0,2002,3375511,Townhouse,,17.89
49069,Houston,9535,7,3,0,1964,1597110,Apartment,23.0,38.98
49070,Boston,8276,7,1,0,2014,3531348,Villa,,17.76
49071,Seattle,1932,6,4,2,1986,587984,Apartment,6.0,38.01
49072,Boston,7869,4,4,2,1951,3091434,Villa,,17.18
49073,Houston,1740,7,1,2,2017,409806,Bungalow,,47.69
49074,Seattle,2323,4,2,0,1964,824199,Bungalow,,22.09
49075,Seattle,6699,4,1,0,2009,2045842,Bungalow,,24.21
49076,New York,3725,3,3,3,2003,1457976,Villa,,8.69
49077,Chicago,4028,4,5,3,2015,1053706,Bungalow,,7.62
49078,Boston,8590,6,5,3,1994,3044585,Apartment,41.0,13.5
49079,Los Angeles,8380,2,1,2,2007,3427194,Villa,,11.98
49080,Seattle,9726,5,2,3,1966,3011983,Villa,,11.58
49081,New York,7342,4,3,1,1992,2493485,Townhouse,,27.03
49082,Boston,5009,1,5,3,1960,2244846,Bungalow,,37.9
49083,Miami,6142,2,1,1,2012,1670608,Townhouse,,9.12
49084,New York,2948,2,1,2,2022,1361735,Bungalow,,27.39
49085,Houston,3326,5,2,1,1997,773257,Apartment,17.0,42.25
49086,Miami,5164,6,2,1,1960,1475770,Townhouse,,31.21
49087,Boston,1481,2,3,0,1950,550835,Villa,,49.0
49088,New York,2597,2,2,3,1993,1175733,Apartment,31.0,29.19
49089,San Francisco,8685,7,2,3,1977,3893765,Villa,,9.38
49090,Chicago,3132,4,2,2,2000,796564,Villa,,24.96
49091,Los Angeles,3396,5,2,3,2000,1289026,Bungalow,,43.11
49092,San Francisco,3624,4,4,1,1999,1622372,Villa,,10.56
49093,Miami,5196,5,3,0,1957,1518522,Townhouse,,27.94
49094,Seattle,8899,5,2,2,2020,3379296,Apartment,23.0,17.09
49095,Chicago,3284,4,4,1,2011,802336,Bungalow,,3.84
49096,Seattle,6069,2,2,0,1997,1864311,Apartment,11.0,29.19
49097,New York,4766,6,1,3,2006,1665625,Bungalow,,23.0
49098,San Francisco,5661,3,2,1,2007,3009949,Townhouse,,38.71
49099,Houston,9407,4,5,1,1968,2128226,Townhouse,,37.77
49100,Boston,3550,5,2,1,2019,1502702,Villa,,40.26
49101,Houston,4236,4,4,2,2002,966199,Villa,,40.23
49102,Chicago,1089,6,3,2,1988,221610,Villa,,2.14
49103,Houston,3452,2,2,3,1977,674129,Bungalow,,49.29
49104,Los Angeles,8176,3,3,0,2000,3214601,Bungalow,,20.99
49105,Boston,8575,2,5,2,1970,2948332,Townhouse,,30.06
49106,Seattle,3325,5,1,0,1953,1189173,Bungalow,,40.4
49107,Chicago,715,5,1,2,2011,178084,Townhouse,,32.4
49108,Boston,1087,5,4,3,1962,389698,Villa,,40.88
49109,Chicago,3085,5,5,0,2019,833394,Townhouse,,37.92
49110,Houston,2515,3,2,1,1998,528836,Townhouse,,6.02
49111,Chicago,2624,6,3,3,2002,603300,Bungalow,,4.88
49112,New York,4544,7,5,3,1955,1940092,Apartment,43.0,28.76
49113,Miami,8491,3,1,3,2013,2661240,Villa,,17.7
49114,San Francisco,3529,5,4,2,1978,1670582,Townhouse,,48.53
49115,Miami,5667,4,4,3,2020,1746210,Apartment,14.0,14.51
49116,Boston,3594,1,4,3,1961,1403457,Apartment,40.0,20.84
49117,Seattle,2612,4,1,1,1989,682408,Villa,,13.28
49118,San Francisco,8040,4,3,1,1966,4257235,Townhouse,,45.65
49119,Houston,4309,6,3,2,1964,1002209,Apartment,10.0,36.15
49120,Boston,6784,5,5,3,1957,2748502,Villa,,10.49
49121,Los Angeles,4319,7,3,3,1998,1503400,Bungalow,,17.18
49122,Los Angeles,7844,3,1,0,1956,3251190,Apartment,2.0,5.98
49123,Houston,8434,3,5,2,1960,1672855,Townhouse,,6.25
49124,Seattle,5724,6,3,1,1995,1705617,Villa,,2.79
49125,Houston,3702,4,1,2,1976,672343,Bungalow,,8.95
49126,Chicago,9231,7,3,1,1993,2098344,Townhouse,,43.91
49127,Los Angeles,1864,4,4,2,2011,645841,Apartment,49.0,12.25
49128,Boston,6142,4,2,3,1967,2701594,Townhouse,,35.4
49129,Miami,9727,6,2,3,1990,2604388,Villa,,22.39
49130,Houston,6301,5,3,3,1969,1125586,Apartment,31.0,10.96
49131,Seattle,3411,2,2,3,1972,1086550,Bungalow,,24.94
49132,Boston,8573,1,5,1,1994,3881285,Villa,,47.69
49133,Seattle,1328,5,4,3,1984,429336,Bungalow,,35.71
49134,Miami,2957,1,4,1,1999,909193,Townhouse,,19.97
49135,San Francisco,9550,2,2,1,1978,4867629,Apartment,7.0,45.86
49136,Miami,3239,2,2,1,1951,1067516,Bungalow,,4.35
49137,Seattle,1399,5,1,1,1991,382386,Townhouse,,43.83
49138,Los Angeles,5769,3,5,2,1982,2016961,Villa,,10.61
49139,San Francisco,7543,3,4,2,1985,2863663,Villa,,13.73
49140,Boston,9338,1,1,1,2008,4022760,Bungalow,,38.23
49141,Miami,6834,3,4,3,1968,1758739,Townhouse,,8.6
49142,Chicago,5861,4,1,2,1987,1545065,Bungalow,,46.46
49143,Chicago,4170,4,1,3,2009,1194206,Apartment,19.0,26.81
49144,Los Angeles,1718,2,2,2,1952,712137,Apartment,11.0,39.42
49145,Boston,8779,5,4,3,1964,3869522,Apartment,30.0,13.76
49146,Chicago,3938,3,5,1,1954,934396,Villa,,9.35
49147,Houston,860,7,1,2,1986,164120,Apartment,34.0,8.01
49148,San Francisco,615,7,1,2,1970,314045,Townhouse,,44.41
49149,Los Angeles,7432,2,1,3,1982,2125244,Villa,,38.02
49150,San Francisco,4003,4,3,3,2000,1575638,Townhouse,,25.11
49151,Boston,979,6,1,1,1966,344698,Townhouse,,35.55
49152,Seattle,3995,7,1,0,2020,1153385,Townhouse,,39.03
49153,Miami,5833,3,5,0,2015,1961995,Townhouse,,2.8
49154,Houston,9687,3,1,0,2013,2178458,Apartment,20.0,10.05
49155,Los Angeles,4307,7,1,1,2010,1219057,Bungalow,,29.7
49156,Miami,4270,5,4,2,1951,1278170,Bungalow,,12.87
49157,Miami,9837,3,1,2,1961,3534776,Bungalow,,42.03
49158,Miami,5303,3,1,0,1961,1350950,Villa,,46.64
49159,Miami,5539,5,5,0,2015,1598675,Townhouse,,28.02
49160,Miami,3248,1,4,1,2011,912789,Townhouse,,47.58
49161,Los Angeles,506,3,1,3,2004,183709,Bungalow,,17.23
49162,Chicago,2425,7,1,3,1951,579254,Villa,,1.03
49163,Miami,7312,5,2,1,1991,2049402,Bungalow,,38.16
49164,Seattle,2575,2,1,0,1976,984471,Villa,,16.4
49165,Seattle,5420,2,3,2,2021,1537177,Apartment,18.0,8.11
49166,Houston,2354,4,3,0,1979,438962,Villa,,25.4
49167,Los Angeles,1222,6,4,2,1992,406325,Apartment,28.0,33.36
49168,New York,2303,5,4,1,2017,1076607,Townhouse,,11.3
49169,Chicago,3929,3,1,3,1952,906188,Apartment,5.0,15.37
49170,Houston,4052,2,2,2,1972,797702,Townhouse,,42.78
49171,Seattle,3960,6,2,0,2016,1462746,Villa,,47.61
49172,Miami,7574,3,4,2,1992,2515411,Townhouse,,23.27
49173,Los Angeles,4758,5,2,3,1994,1653661,Apartment,27.0,0.57
49174,Los Angeles,5730,2,3,1,2001,1635027,Bungalow,,33.65
49175,Miami,3218,4,2,1,2020,955807,Apartment,16.0,38.95
49176,Seattle,1769,2,4,0,2000,550139,Apartment,32.0,20.92
49177,Houston,6423,7,5,3,1972,1136269,Apartment,38.0,24.9
49178,Los Angeles,9115,4,1,0,1951,3512581,Bungalow,,23.95
49179,San Francisco,3158,7,5,0,1965,1406600,Apartment,4.0,34.77
49180,Seattle,7067,5,3,3,2022,2117324,Townhouse,,32.27
49181,Seattle,3248,7,4,1,1995,842704,Bungalow,,12.24
49182,Chicago,7914,1,5,3,2001,2038997,Bungalow,,25.22
49183,Houston,5317,5,3,1,1960,998265,Townhouse,,30.12
49184,Seattle,3279,4,2,0,2012,947674,Villa,,7.03
49185,Boston,1051,3,2,0,2021,390921,Apartment,22.0,13.33
49186,Miami,1412,2,3,1,1951,490722,Bungalow,,41.24
49187,Boston,1882,2,2,1,1985,715703,Apartment,41.0,1.76
49188,Seattle,9097,4,5,2,1959,2677209,Townhouse,,7.57
49189,Boston,8235,2,4,3,1953,2993095,Villa,,13.03
49190,Houston,7473,4,2,2,1976,1291070,Bungalow,,41.48
49191,Boston,1068,3,2,0,2008,409217,Townhouse,,11.72
49192,San Francisco,1154,1,5,1,1953,441793,Villa,,9.08
49193,Seattle,1872,5,1,2,1967,713299,Villa,,23.3
49194,Houston,2089,7,1,3,2004,422210,Apartment,43.0,25.54
49195,Seattle,4556,3,2,1,1992,1522953,Bungalow,,9.56
49196,New York,6028,7,2,0,1964,2783664,Apartment,4.0,20.35
49197,Boston,9633,3,4,0,1978,3733514,Townhouse,,6.58
49198,Boston,3749,6,2,1,2003,1637405,Bungalow,,6.72
49199,Miami,8596,2,1,3,2015,2676070,Apartment,49.0,30.92
49200,Chicago,4324,2,2,1,1968,1051816,Bungalow,,39.28
49201,Miami,1639,6,3,2,2004,584052,Townhouse,,33.3
49202,New York,3386,1,5,1,1962,1480914,Villa,,17.27
49203,Miami,2265,4,3,3,2012,755319,Townhouse,,42.23
49204,Miami,5455,6,2,3,1969,1449568,Townhouse,,49.43
49205,Chicago,2522,4,1,1,2008,525950,Apartment,39.0,39.02
49206,Boston,8335,3,3,3,1971,3238483,Bungalow,,14.48
49207,New York,9875,7,4,2,1985,3385465,Townhouse,,19.54
49208,Miami,4091,3,1,2,2016,1259425,Villa,,21.79
49209,San Francisco,4691,6,4,1,2017,1697723,Apartment,22.0,30.42
49210,Seattle,5743,2,2,2,1979,1658641,Townhouse,,27.97
49211,Miami,8374,7,1,0,1992,2360386,Townhouse,,7.15
49212,Los Angeles,4218,4,1,2,2002,1336387,Bungalow,,42.57
49213,Miami,9715,7,3,1,1983,3133573,Townhouse,,14.18
49214,Chicago,5753,6,3,3,1961,1178891,Townhouse,,29.82
49215,Los Angeles,3024,1,5,3,1988,1197668,Apartment,25.0,13.47
49216,San Francisco,2561,7,3,1,1950,1060941,Apartment,27.0,20.88
49217,Seattle,2720,6,3,2,1955,696712,Apartment,25.0,31.52
49218,San Francisco,9627,3,4,2,2005,4573140,Townhouse,,30.92
49219,San Francisco,9006,6,3,1,1971,4076534,Apartment,49.0,35.77
49220,New York,6424,2,3,2,1961,2890790,Apartment,16.0,33.05
49221,San Francisco,5701,5,4,2,1997,2845961,Bungalow,,12.52
49222,Houston,6583,5,2,1,1977,1360530,Villa,,42.21
49223,Chicago,6634,5,4,1,2013,1924058,Apartment,20.0,48.22
49224,New York,6543,5,2,1,2022,2147740,Townhouse,,43.82
49225,Los Angeles,1564,3,5,3,1996,497998,Bungalow,,40.51
49226,Houston,6470,4,5,1,1978,1336627,Bungalow,,1.4
49227,New York,3668,4,4,2,2007,1717188,Bungalow,,24.55
49228,Chicago,5856,4,5,1,2003,1631570,Villa,,4.88
49229,Los Angeles,2890,1,3,1,1974,1039566,Bungalow,,5.82
49230,Chicago,5584,1,4,0,1986,1558818,Bungalow,,0.73
49231,Chicago,961,4,2,3,2005,252024,Villa,,36.58
49232,Los Angeles,4789,3,4,1,1969,1695709,Villa,,7.02
49233,San Francisco,2880,5,1,2,1952,1176817,Bungalow,,43.03
49234,Miami,7951,5,5,2,1957,2763721,Villa,,35.89
49235,Chicago,8082,7,5,1,1956,2424449,Bungalow,,5.44
49236,San Francisco,5247,4,5,0,2020,2713444,Townhouse,,7.63
49237,Seattle,2816,2,4,0,2000,1052882,Bungalow,,44.76
49238,Los Angeles,3942,3,2,3,2022,1487789,Villa,,27.07
49239,Chicago,7999,2,5,3,1986,2376140,Villa,,14.6
49240,Miami,3697,2,4,0,1964,1169653,Bungalow,,47.75
49241,Seattle,9575,3,4,0,1961,3581265,Apartment,17.0,39.73
49242,Los Angeles,2213,3,4,3,1953,767343,Townhouse,,36.82
49243,Boston,5827,1,2,2,1953,2378330,Bungalow,,22.78
49244,New York,7145,1,2,1,1976,2603317,Townhouse,,19.02
49245,New York,8324,7,2,1,1958,3307822,Townhouse,,10.16
49246,Boston,6757,5,5,3,1977,3080288,Villa,,12.03
49247,San Francisco,1222,1,5,1,1974,651223,Villa,,39.06
49248,New York,3066,7,3,1,1990,1236618,Apartment,2.0,2.61
49249,Houston,3479,2,3,0,2011,769108,Townhouse,,35.68
49250,Boston,7963,6,3,3,1963,3571785,Bungalow,,38.64
49251,Chicago,1693,6,4,3,2011,383500,Bungalow,,24.74
49252,Chicago,4759,3,1,1,1964,1098544,Townhouse,,10.05
49253,Los Angeles,7524,6,3,0,1954,2585289,Bungalow,,28.76
49254,Houston,6426,6,2,1,2008,1170105,Townhouse,,0.6
49255,Chicago,4460,7,5,2,1989,975075,Townhouse,,27.14
